Id,Label,modularity_class,indegree,outdegree,Degree,pageranks,eigencentrality,stat_inf_class,componentnumber,strongcompnum,weighted indegree,weighted outdegree,Weighted Degree,clustering,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
susan.scott,,6,3,3,6,0.000474,0.060241,0,0,1151,3,3,6,0.333333,4,0.310061,0.33482,9813.644272
t..hodge,,8,4,1,5,0.000606,0.111443,0,0,1151,4,1,5,0.166667,5,0.2587,0.26706,1170.715323
t..lucci,,8,1,1,2,0.000364,0.016711,0,0,1151,1,1,2,0,5,0.2587,0.26706,0
ted.bland,,7,4,5,9,0.00068,0.116074,0,0,1151,4,5,9,0.380952,4,0.354469,0.386491,31791.118387
teresa.bushman,,5,2,1,3,0.00048,0.045558,0,0,1151,2,1,3,0,5,0.26641,0.280456,483.803574
theresa.staab,,8,1,1,2,0.000364,0.016711,0,0,1151,1,1,2,0,5,0.2587,0.26706,0
tom.shelton,,8,1,1,2,0.000364,0.016711,0,0,1151,1,1,2,0,5,0.2587,0.26706,0
tyrell.harrison,,8,1,1,2,0.000364,0.016711,0,0,1151,1,1,2,0,5,0.2587,0.26706,0
ward,,5,2,2,4,0.00048,0.045558,0,0,1151,2,2,4,0,5,0.279176,0.296336,808.589632
geriann.warner,,6,1,1,2,0.000239,0.037334,0,0,1151,1,1,2,1,4,0.299495,0.312761,0
geynille.dillingham,,1,2,2,4,0.000338,0.044173,0,0,1151,2,2,4,0.166667,5,0.313246,0.345452,5384.392929
gillian.johnson,,5,0,1,1,0.000167,0,0,0,1240,0,1,1,0,5,0.269866,0.287928,0
gina.corteselli,,2,3,8,11,0.000469,0.077691,0,0,1151,3,8,11,0.678571,4,0.361765,0.383157,2478.563685
gina.taylor,,0,2,3,5,0.000383,0.022541,0,0,1151,2,3,5,0.65,4,0.344232,0.358888,2618.571987
ginger.dernehl,,2,3,12,15,0.000392,0.110342,0,0,1151,3,12,15,0.515152,4,0.384787,0.410198,685.11182
glen.hass,,6,2,1,3,0.000277,0.04353,0,0,1151,2,1,3,1,4,0.289665,0.305489,0
gloria.cruz,,4,1,8,9,0.000238,0.015202,0,0,1151,1,8,9,0.482143,4,0.320507,0.351374,510.018645
gloria.solis,,6,0,1,1,0.000167,0,0,0,1241,0,1,1,0,4,0.299509,0.312771,0
gordon.mckillop,,5,1,1,2,0.000283,0.028847,0,0,1151,1,1,2,0,5,0.26641,0.280456,0
grace.rodriguez,,4,0,1,1,0.000167,0,0,0,1242,0,1,1,0,5,0.279763,0.290651,0
gracie.presas,,5,0,2,2,0.000167,0,0,0,1243,0,2,2,0,5,0.323461,0.355767,0
grant.masson,,7,1,1,2,0.000268,0.020029,0,0,1151,1,1,2,0,5,0.290884,0.305135,0
greg.krause,,8,1,1,2,0.000238,0.015202,0,0,1151,1,1,2,0,5,0.264507,0.276406,0
greg.mcmahon,,6,0,1,1,0.000167,0,0,0,1244,0,1,1,0,5,0.284988,0.29943,0
greg.piper,,1,5,5,10,0.001145,0.142548,0,0,1151,5,5,10,0.566667,4,0.358266,0.384041,2262.818454
jeffrey.shankman,,0,8,8,16,0.001476,0.2321,0,0,1151,8,8,16,0.472727,4,0.356725,0.390429,12176.295845
jennifer.mcquade,,1,1,3,4,0.0009,0.035965,0,0,1151,1,3,4,0.833333,5,0.325435,0.338565,237.51076
jim.fallon,,0,6,6,12,0.001217,0.179882,0,0,1151,6,6,12,0.597222,4,0.351883,0.38163,5126.942592
john.arnold,,1,7,5,12,0.001421,0.220981,0,0,1151,7,5,12,0.547619,4,0.332106,0.351736,7096.538415
john.sherriff,,2,10,6,16,0.001636,0.304112,0,0,1151,10,6,16,0.655556,4,0.344347,0.365518,6583.656882
mark.frevert,,6,8,0,8,0.001487,0.249215,0,0,10,8,0,8,0.607143,0,0,0,0
michelle.nelson,,1,1,0,1,0.0009,0.035965,0,0,9,1,0,1,0,0,0,0,0
greg.wolfe,,4,3,1,4,0.000387,0.102777,0,0,1151,3,1,4,0.833333,5,0.279703,0.29055,0
gregg.penman,,8,1,1,2,0.000238,0.015202,0,0,1151,1,1,2,0,5,0.264507,0.276406,0
gretchen.jennings,,0,0,1,1,0.000167,0,0,0,1245,0,1,1,0,6,0.234941,0.245373,0
guillermo.canovas,,6,1,1,2,0.000239,0.037334,0,0,1151,1,1,2,0,5,0.284929,0.299333,0
gus.perez,,6,1,4,5,0.000239,0.037334,0,0,1151,1,4,5,0.916667,4,0.319323,0.346553,312.245925
gwyn.koepke,,6,1,4,5,0.000268,0.020029,0,0,1151,1,4,5,0.5,4,0.36057,0.388139,0
hai.chen,,4,1,1,2,0.000194,0.027855,0,0,1151,1,1,2,0,5,0.279064,0.287898,102.30382
hall,,4,2,3,5,0.00031,0.061492,0,0,1151,2,3,5,0.666667,4,0.312726,0.332329,44.416907
hap.boyd,,6,1,1,2,0.000225,0.031248,0,0,1151,1,1,2,0,4,0.289665,0.305489,0
harry.collins,,5,2,2,4,0.000379,0.070231,0,0,1151,2,2,4,1,5,0.273362,0.293812,0
harry.grubbs,,6,0,1,1,0.000167,0,0,0,1246,0,1,1,0,4,0.299509,0.312771,0
harry.kingerski,,6,3,4,7,0.000392,0.110342,0,0,1151,3,4,7,1,4,0.31611,0.341771,0
harry.woodson,,0,0,1,1,0.000167,0,0,0,1247,0,1,1,0,5,0.270923,0.285534,0
hayden,,1,0,1,1,0.000167,0,0,0,1248,0,1,1,0,5,0.295921,0.310948,0
heather.choate,,1,1,2,3,0.000194,0.027855,0,0,1151,1,2,3,0.5,5,0.306171,0.338902,0
heather.dunton,,4,1,1,2,0.000252,0.030244,0,0,1151,1,1,2,0,5,0.279703,0.29055,0
hector.campos,,7,1,1,2,0.000268,0.020029,0,0,1151,1,1,2,0,5,0.290884,0.305135,0
hector.mcloughlin,,4,2,1,3,0.000257,0.042629,0,0,1151,2,1,3,0,5,0.303972,0.334804,985.094235
heidi.mason,,3,1,1,2,0.000194,0.027855,0,0,1151,1,1,2,0,5,0.303972,0.334804,0
henry.means,,6,0,3,3,0.000167,0,0,0,1249,0,3,3,1,4,0.311188,0.333976,0
herman.manis,,8,1,1,2,0.000238,0.015202,0,0,1151,1,1,2,0,5,0.264507,0.276406,0
herndon,,1,0,1,1,0.000167,0,0,0,1250,0,1,1,0,5,0.295921,0.310948,0
holly.heath,,3,0,1,1,0.000167,0,0,0,1251,0,1,1,0,5,0.304029,0.334884,0
holly.keiser,,4,3,8,11,0.000495,0.099078,0,0,1151,3,8,11,0.482143,4,0.320507,0.351374,2019.656293
homer.lin,,5,0,1,1,0.000167,0,0,0,1252,0,1,1,0,5,0.267018,0.279133,0
howard.fromer,,1,2,6,8,0.000297,0.068582,0,0,1151,2,6,8,0.8,4,0.359757,0.380264,0
hunter.shively,,1,3,3,6,0.000489,0.077632,0,0,1151,3,3,6,0.75,4,0.324671,0.340084,1037.154073
iain.russell,,7,0,1,1,0.000167,0,0,0,1253,0,1,1,0,5,0.290942,0.305229,0
ina.rangel,,1,1,1,2,0.000194,0.027855,0,0,1151,1,1,2,0.5,5,0.245647,0.254267,0
information.management,,7,3,1,4,0.000428,0.083073,0,0,1151,3,1,4,0.166667,5,0.290884,0.305135,1768.453136
inja.chun,,3,0,1,1,0.000167,0,0,0,1254,0,1,1,0,5,0.304029,0.334884,0
iona.maclean,,1,0,1,1,0.000167,0,0,0,1255,0,1,1,0,5,0.248443,0.254361,0
ipayit,,4,0,1,1,0.000167,0,0,0,1256,0,1,1,0,5,0.25889,0.266426,0
iris.mack,,7,1,1,2,0.000268,0.020029,0,0,1151,1,1,2,0,5,0.290884,0.305135,0
j..edison,,1,0,2,2,0.000167,0,0,0,1257,0,2,2,0.5,5,0.272095,0.282418,0
j..kean,,0,5,8,13,0.000451,0.130678,0,0,1151,5,8,13,0.533333,4,0.360821,0.380786,4587.785043
j..noske,,6,1,2,3,0.000239,0.037334,0,0,1151,1,2,3,1,4,0.299538,0.319873,0
j.metts,,6,1,1,2,0.000261,0.04176,0,0,1151,1,1,2,0,4,0.299451,0.312681,0
jackie.gentle,,6,1,1,2,0.000261,0.04176,0,0,1151,1,1,2,0,4,0.299451,0.312681,0
jaime.williams,,5,0,3,3,0.000167,0,0,0,1258,0,3,3,0.666667,5,0.332266,0.348161,0
james.bouillion,,7,1,1,2,0.000268,0.020029,0,0,1151,1,1,2,0,5,0.290884,0.305135,0
james.brown,,3,0,1,1,0.000167,0,0,0,1259,0,1,1,0,5,0.304029,0.334884,0
james.bruce,,4,0,2,2,0.000167,0,0,0,1260,0,2,2,0,5,0.297448,0.313382,0
james.centilli,,0,1,1,2,0.000304,0.007465,0,0,1151,1,1,2,0,6,0.234881,0.245251,0
james.derrick,,2,3,2,5,0.000538,0.089162,0,0,1151,3,2,5,0.5,4,0.305269,0.314529,123.812742
james.foster,,6,1,1,2,0.000225,0.031248,0,0,1151,1,1,2,0,4,0.289665,0.305489,0
james.grace,,8,0,1,1,0.000167,0,0,0,1261,0,1,1,0,5,0.25876,0.267173,0
james.hungerford,,1,0,1,1,0.000167,0,0,0,1262,0,1,1,0,5,0.245649,0.254265,0
james.keller,,4,1,1,2,0.000246,0.035042,0,0,1151,1,1,2,1,5,0.279026,0.287858,0
james.new,,3,1,1,2,0.000194,0.027855,0,0,1151,1,1,2,0,5,0.303972,0.334804,0
james.saunders,,0,2,1,3,0.000356,0.019747,0,0,1151,2,1,3,1,6,0.234881,0.245251,0
james.scribner,,3,1,1,2,0.000194,0.027855,0,0,1151,1,1,2,0,5,0.303972,0.334804,0
james.steffes,,4,5,10,15,0.000529,0.152868,0,0,1151,5,10,15,0.655556,4,0.384573,0.406099,4162.466003
james.studdert,,8,0,1,1,0.000167,0,0,0,1263,0,1,1,0,5,0.264567,0.276514,0
james.studebaker,,0,1,1,2,0.000219,0.012282,0,0,1151,1,1,2,0,5,0.270863,0.285431,0
jan.cobden,,0,0,1,1,0.000167,0,0,0,1264,0,1,1,0,5,0.255983,0.265325,0
jan.cooley,,4,0,2,2,0.000167,0,0,0,1265,0,2,2,0,4,0.297662,0.31498,0
jan.moore,,0,0,1,1,0.000167,0,0,0,1266,0,1,1,0,5,0.270923,0.285534,0
jane.allen,,4,1,1,2,0.000229,0.014775,0,0,1151,1,1,2,0,5,0.304061,0.334924,985.094235
jane.mcbride,,5,3,3,6,0.00055,0.094663,0,0,1151,3,3,6,0.666667,5,0.279703,0.303857,259.044435
jane.wilson,,0,2,1,3,0.000313,0.054042,0,0,1151,2,1,3,1,4,0.299451,0.312681,0
janelle.scheuer,,5,3,2,5,0.000434,0.079091,0,0,1151,3,2,5,0.666667,5,0.27646,0.298875,255.210844
janet.butler,,0,1,5,6,0.000219,0.012282,0,0,1151,1,5,6,0.65,4,0.315293,0.340043,0
janet.dietrich,,2,8,4,12,0.000826,0.225429,0,0,1151,8,4,12,0.5,4,0.339332,0.357803,2389.634009
janice.christianson,,1,0,1,1,0.000167,0,0,0,1267,0,1,1,0,5,0.295921,0.310948,0
janine.juggins,,1,2,2,4,0.000373,0.073334,0,0,1151,2,2,4,0.666667,5,0.274448,0.292285,314.553269
janine.migden,,6,3,3,6,0.000392,0.110342,0,0,1151,3,3,6,1,4,0.311131,0.333896,0
jared.kaiser,,1,1,1,2,0.000311,0.016318,0,0,1151,1,1,2,0,5,0.245589,0.254147,0
jarrod.cyprow,,5,3,2,5,0.00039,0.091743,0,0,1151,3,2,5,0.333333,5,0.27646,0.298875,835.284608
jason.peters,,5,3,1,4,0.000495,0.099078,0,0,1151,3,1,4,1,5,0.266958,0.279026,0
jason.sokolov,,7,1,1,2,0.000268,0.020029,0,0,1151,1,1,2,0,5,0.290884,0.305135,0
jason.williams,,5,3,1,4,0.00039,0.091743,0,0,1151,3,1,4,0.333333,5,0.26641,0.280456,452.278417
jay.webb,,1,2,3,5,0.000337,0.079529,0,0,1151,2,3,5,0.666667,4,0.322852,0.337191,495.617323
jean.mcfarland,,0,0,1,1,0.000167,0,0,0,1268,0,1,1,0,5,0.270923,0.285534,0
jean.ryall,,6,3,2,5,0.000392,0.110342,0,0,1151,3,2,5,1,4,0.304731,0.322485,0
jeanie.slone,,4,4,2,6,0.000548,0.105825,0,0,1151,4,2,6,0.55,4,0.322701,0.336789,996.780242
jeannie.mandelker,,6,2,3,5,0.000319,0.073008,0,0,1151,2,3,5,1,4,0.311131,0.333896,0
jeff.blumenthal,,8,3,3,6,0.000487,0.079238,0,0,1151,3,3,6,0.666667,5,0.279703,0.303857,303.927736
jeff.brown,,0,3,4,7,0.000386,0.091376,0,0,1151,3,4,7,0.75,4,0.313577,0.33699,355.800871
acomnes,,6,1,0,1,0.000225,0.031248,0,0,410,1,0,1,0,0,0,0,0
angela.schwarz,,6,1,0,1,0.000225,0.031248,0,0,409,1,0,1,0,0,0,0,0
b..sanders,,6,2,0,2,0.000287,0.046022,0,0,300,2,0,2,0,0,0,0,0
ban.sharma,,6,1,0,1,0.000225,0.031248,0,0,408,1,0,1,0,0,0,0,0
barbara.hueter,,6,3,0,3,0.000392,0.110342,0,0,407,3,0,3,1,0,0,0,0
beverly.aden,,2,2,0,2,0.000263,0.048862,0,0,126,2,0,2,0,0,0,0,0
bill.votaw,,6,1,0,1,0.000225,0.031248,0,0,406,1,0,1,0,0,0,0,0
brenda.barreda,,6,1,0,1,0.000225,0.031248,0,0,405,1,0,1,0,0,0,0,0
carol.moffett,,6,1,0,1,0.000225,0.031248,0,0,404,1,0,1,0,0,0,0,0
catherine.woods,,6,1,0,1,0.000225,0.031248,0,0,403,1,0,1,0,0,0,0,0
cathy.corbin,,6,1,0,1,0.000225,0.031248,0,0,402,1,0,1,0,0,0,0,0
cherry,,6,1,0,1,0.000225,0.031248,0,0,401,1,0,1,0,0,0,0,0
chris.calger,,6,1,0,1,0.000225,0.031248,0,0,400,1,0,1,0,0,0,0,0
chris.holmes,,6,1,0,1,0.000225,0.031248,0,0,399,1,0,1,0,0,0,0,0
christina.liscano,,6,1,0,1,0.000225,0.031248,0,0,398,1,0,1,0,0,0,0,0
craig.sutter,,6,1,0,1,0.000225,0.031248,0,0,397,1,0,1,0,0,0,0,0
david.leboe,,6,1,0,1,0.000225,0.031248,0,0,396,1,0,1,0,0,0,0,0
debora.whitehead,,6,1,0,1,0.000225,0.031248,0,0,395,1,0,1,0,0,0,0,0
dennis.benevides,,6,2,0,2,0.000319,0.073008,0,0,394,2,0,2,1,0,0,0,0
donald.black,,6,1,0,1,0.000225,0.031248,0,0,393,1,0,1,0,0,0,0,0
douglas.condon,,6,2,0,2,0.000319,0.073008,0,0,392,2,0,2,1,0,0,0,0
douglas.huth,,6,1,0,1,0.000225,0.031248,0,0,391,1,0,1,0,0,0,0,0
eric.melvin,,6,1,0,1,0.000225,0.031248,0,0,390,1,0,1,0,0,0,0,0
erika.dupre,,6,1,0,1,0.000225,0.031248,0,0,389,1,0,1,0,0,0,0,0
evan.hughes,,6,1,0,1,0.000225,0.031248,0,0,388,1,0,1,0,0,0,0,0
f..herod,,6,1,0,1,0.000225,0.031248,0,0,387,1,0,1,0,0,0,0,0
fran.deltoro,,6,1,0,1,0.000225,0.031248,0,0,386,1,0,1,0,0,0,0,0
gayle.muench,,6,1,0,1,0.000225,0.031248,0,0,385,1,0,1,0,0,0,0,0
george.waidelich,,6,1,0,1,0.000225,0.031248,0,0,384,1,0,1,0,0,0,0,0
gordon.savage,,6,1,0,1,0.000225,0.031248,0,0,383,1,0,1,0,0,0,0,0
harold.buchanan,,6,2,0,2,0.000319,0.073008,0,0,382,2,0,2,1,0,0,0,0
iris.waser,,6,1,0,1,0.000225,0.031248,0,0,381,1,0,1,0,0,0,0,0
jalamo,,6,1,0,1,0.000225,0.031248,0,0,380,1,0,1,0,0,0,0,0
james.d.steffes,,6,1,0,1,0.000225,0.031248,0,0,379,1,0,1,0,0,0,0,0
james.lewis,,6,1,0,1,0.000225,0.031248,0,0,378,1,0,1,0,0,0,0,0
james.wright,,6,1,0,1,0.000225,0.031248,0,0,377,1,0,1,0,0,0,0,0
jdasovic,,6,1,0,1,0.000225,0.031248,0,0,376,1,0,1,0,0,0,0,0
jeff.messina,,6,1,0,1,0.000225,0.031248,0,0,375,1,0,1,0,0,0,0,0
jeff.richter,,1,3,0,3,0.000387,0.102777,0,0,374,3,0,3,0.833333,0,0,0,0
jeffery.fawcett,,0,2,3,5,0.000277,0.04353,0,0,1151,2,3,5,0.666667,4,0.299322,0.322485,625.440962
jeffrey.soo,,6,1,1,2,0.000225,0.031248,0,0,1151,1,1,2,0,4,0.289665,0.305489,0
jennifer.rudolph,,6,2,1,3,0.000319,0.073008,0,0,1151,2,1,3,1,4,0.289665,0.305489,0
jennifer.thome,,6,2,2,4,0.000297,0.068582,0,0,1151,2,2,4,1,4,0.299538,0.319873,0
jeremy.blachman,,2,2,0,2,0.000313,0.047875,0,0,133,2,0,2,0,0,0,0,0
jess.hewitt,,6,1,0,1,0.000225,0.031248,0,0,373,1,0,1,0,0,0,0,0
john.neslage,,6,1,2,3,0.000225,0.031248,0,0,1151,1,2,3,1,4,0.299538,0.319873,0
joseph.alamo,,4,2,4,6,0.000297,0.068582,0,0,1151,2,4,6,1,4,0.31611,0.341771,0
jubran.whalan,,6,1,0,1,0.000225,0.031248,0,0,372,1,0,1,0,0,0,0,0
kathleen.magruder,,6,1,1,2,0.000225,0.031248,0,0,1151,1,1,2,0,4,0.289665,0.305489,0
kathryn.corbally,,2,3,2,5,0.000357,0.090622,0,0,1151,3,2,5,0.5,5,0.280612,0.292446,20.074931
kathy.bass,,6,1,0,1,0.000225,0.031248,0,0,371,1,0,1,0,0,0,0,0
kathy.dodgen,,1,1,4,5,0.000225,0.031248,0,0,1151,1,4,5,0.65,4,0.335707,0.351013,20.002955
kdenne,,6,1,0,1,0.000225,0.031248,0,0,370,1,0,1,0,0,0,0,0
kelly.higgason,,6,1,0,1,0.000225,0.031248,0,0,369,1,0,1,0,0,0,0,0
ken.gustafson,,6,1,0,1,0.000225,0.031248,0,0,368,1,0,1,0,0,0,0,0
kevin.hughes,,6,1,0,1,0.000225,0.031248,0,0,367,1,0,1,0,0,0,0,0
kevin.hyatt,,0,2,0,2,0.000277,0.04353,0,0,185,2,0,2,1,0,0,0,0
kevin.keeney,,6,1,0,1,0.000225,0.031248,0,0,366,1,0,1,0,0,0,0,0
kevin.mcgowan,,2,5,0,5,0.000447,0.153043,0,0,94,5,0,5,0.3,0,0,0,0
kortney.brown,,6,1,1,2,0.000225,0.031248,0,0,1151,1,1,2,0,4,0.289665,0.305489,0
kristin.walsh,,1,1,8,9,0.000225,0.031248,0,0,1151,1,8,9,0.75,4,0.371951,0.395773,475.928353
kurt.lindahl,,6,1,1,2,0.000225,0.031248,0,0,1151,1,1,2,0,4,0.289665,0.305489,0
laird.dyer,,6,1,1,2,0.000225,0.031248,0,0,1151,1,1,2,0,4,0.289665,0.305489,0
lamar.frazier,,6,1,0,1,0.000225,0.031248,0,0,365,1,0,1,0,0,0,0,0
lara.leibman,,6,2,3,5,0.000297,0.068582,0,0,1151,2,3,5,1,4,0.311131,0.333896,0
leasa.lopez,,6,1,0,1,0.000225,0.031248,0,0,364,1,0,1,0,0,0,0,0
leslie.lawner,,6,4,4,8,0.000444,0.122624,0,0,1151,4,4,8,0.916667,4,0.319323,0.346553,312.245925
leticia.botello,,6,1,2,3,0.000225,0.031248,0,0,1151,1,2,3,1,4,0.299538,0.319873,0
linda.noske,,4,1,11,12,0.000225,0.031248,1,0,1151,1,11,12,0.354545,4,0.369565,0.402282,5638.197226
linda.robertson,,2,4,4,8,0.000444,0.122624,0,0,1151,4,4,8,0.65,4,0.336743,0.355272,99.170313
lisa.yoho,,1,5,9,14,0.000481,0.140238,0,0,1151,5,9,14,0.544444,4,0.375793,0.398385,5904.925241
lora.sullivan,,2,2,4,6,0.000297,0.068582,0,0,1151,2,4,6,0.666667,4,0.336743,0.355272,20.074931
lynne.ruffer,,6,1,0,1,0.000225,0.031248,0,0,363,1,0,1,0,0,0,0,0
lysa.akin,,4,1,4,5,0.000225,0.031248,0,0,1151,1,4,5,1,4,0.31611,0.341771,0
m..landwehr,,6,2,2,4,0.000297,0.068582,0,0,1151,2,2,4,1,4,0.299538,0.319873,0
m..tholt,,6,1,1,2,0.000225,0.031248,0,0,1151,1,1,2,0,4,0.289665,0.305489,0
marchris.robinson,,6,2,1,3,0.000297,0.068582,0,0,1151,2,1,3,1,5,0.284929,0.299333,0
marcia.linton,,6,2,2,4,0.000319,0.073008,0,0,1151,2,2,4,1,4,0.299538,0.319873,0
marcie.milner,,6,2,1,3,0.000319,0.073008,0,0,1151,2,1,3,1,4,0.289665,0.305489,0
margaret.carson,,7,3,4,7,0.00042,0.093037,0,0,1151,3,4,7,0.666667,4,0.34168,0.363589,3194.606249
margo.reyna,,6,2,3,5,0.000297,0.068582,0,0,1151,2,3,5,1,4,0.311131,0.333896,0
mark.muller,,2,2,0,2,0.000313,0.047875,0,0,132,2,0,2,0,0,0,0,0
mark.palmer,,2,8,9,17,0.000723,0.241126,1,0,1151,8,9,17,0.372727,4,0.38062,0.403849,33648.049507
mark.schroeder,,6,3,3,6,0.000392,0.110342,0,0,1151,3,3,6,1,4,0.311131,0.333896,0
marsha.carson,,6,1,0,1,0.000225,0.031248,0,0,362,1,0,1,0,0,0,0,0
marsha.suggs,,6,1,0,1,0.000225,0.031248,0,0,361,1,0,1,0,0,0,0,0
martin.wenzel,,6,2,0,2,0.000319,0.073008,0,0,360,2,0,2,1,0,0,0,0
marty.sunde,,1,4,6,10,0.000445,0.107249,0,0,1151,4,6,10,0.666667,4,0.35648,0.374839,806.822719
mary.hain,,2,5,10,15,0.000529,0.152868,0,0,1151,5,10,15,0.533333,4,0.38069,0.40168,4139.853704
mary.schoen,,6,1,3,4,0.000225,0.031248,0,0,1151,1,3,4,1,4,0.311131,0.333896,0
maureen.mcvicker,,0,3,13,16,0.000392,0.110342,0,0,1151,3,13,16,0.50641,4,0.377159,0.401599,519.344156
mercy.gil,,6,1,1,2,0.000225,0.031248,0,0,1151,1,1,2,0,5,0.269876,0.287946,1427.760652
meredith.eggleston,,6,1,0,1,0.000225,0.031248,0,0,359,1,0,1,0,0,0,0,0
michael.etringer,,5,2,2,4,0.000341,0.060094,0,0,1151,2,2,4,0.333333,4,0.310619,0.329878,3045.47432
michael.mann,,2,1,1,2,0.000225,0.031248,0,0,1151,1,1,2,0,5,0.280157,0.291442,20.074931
michael.mcdonald,,1,2,0,2,0.000315,0.075735,0,0,358,2,0,2,0.5,0,0,0,0
michael.smith,,6,1,0,1,0.000225,0.031248,0,0,357,1,0,1,0,0,0,0,0
michelle.cisneros,,7,2,0,2,0.000326,0.051277,0,0,356,2,0,2,0,0,0,0,0
michelle.hargrave,,6,1,0,1,0.000225,0.031248,0,0,355,1,0,1,0,0,0,0,0
mike,,6,1,0,1,0.000225,0.031248,0,0,354,1,0,1,0,0,0,0,0
mike.smith,,4,2,6,8,0.000277,0.04353,0,0,1151,2,6,8,0.666667,4,0.334462,0.358928,984.623656
miyung.buster,,0,2,4,6,0.000319,0.073008,0,0,1151,2,4,6,0.916667,4,0.319323,0.346553,0
mona.petrochko,,6,3,3,6,0.000392,0.110342,0,0,1151,3,3,6,1,4,0.311131,0.333896,0
mpalmer,,6,2,0,2,0.000297,0.068582,0,0,353,2,0,2,1,0,0,0,0
neil.bresnan,,6,1,0,1,0.000225,0.031248,0,0,352,1,0,1,0,0,0,0,0
neil.hong,,6,1,0,1,0.000225,0.031248,0,0,351,1,0,1,0,0,0,0,0
palmer,,1,4,2,6,0.000476,0.129697,0,0,1151,4,2,6,0.6,5,0.280346,0.292044,77.625627
pat.shortridge,,6,2,2,4,0.000297,0.068582,0,0,1151,2,2,4,1,4,0.299538,0.319873,0
paul.kaufman,,4,4,3,7,0.000477,0.140586,0,0,1151,4,3,7,1,4,0.311131,0.333896,0
paula.warren,,6,1,0,1,0.000225,0.031248,0,0,350,1,0,1,0,0,0,0,0
peggy.mahoney,,6,2,3,5,0.000319,0.073008,0,0,1151,2,3,5,1,4,0.311131,0.333896,0
phillip.allen,,1,5,5,10,0.000626,0.160855,0,0,1151,5,5,10,0.666667,4,0.348747,0.371906,17839.59541
ray.alvarez,,0,4,8,12,0.000556,0.120601,0,0,1151,4,8,12,0.694444,4,0.365849,0.3883,2046.297123
ricardo.charvel,,6,3,2,5,0.000392,0.110342,0,0,1151,3,2,5,1,4,0.304731,0.322485,0
richard.leibert,,8,3,0,3,0.000369,0.083784,0,0,237,3,0,3,0.333333,0,0,0,0
richard.zdunkewicz,,7,1,1,2,0.000225,0.031248,0,0,1151,1,1,2,0,5,0.290965,0.305256,475.928353
rita.hennessy,,6,1,0,1,0.000225,0.031248,0,0,349,1,0,1,0,0,0,0,0
rob.bradley,,2,3,4,7,0.000371,0.08529,0,0,1151,3,4,7,0.65,4,0.336743,0.355272,99.170313
robert.badeer,,1,4,2,6,0.000482,0.144537,0,0,1151,4,2,6,0.833333,4,0.295147,0.314609,619.891744
robert.frank,,6,3,3,6,0.000392,0.110342,0,0,1151,3,3,6,1,4,0.311131,0.333896,0
robert.hemstock,,4,3,6,9,0.000392,0.110342,0,0,1151,3,6,9,0.866667,4,0.353744,0.376647,20.002955
robert.neustaedter,,0,3,3,6,0.000349,0.080864,0,0,1151,3,3,6,0.916667,4,0.311131,0.333896,0
robert.williams,,4,2,6,8,0.000319,0.073008,0,0,1151,2,6,8,0.6,4,0.330413,0.352821,156.40941
roger.ponce,,6,1,0,1,0.000225,0.031248,0,0,348,1,0,1,0,0,0,0,0
roger.yang,,4,2,4,6,0.000319,0.073008,0,0,1151,2,4,6,1,4,0.31611,0.341771,0
rosalee.fleming,,0,4,13,17,0.00043,0.127956,1,0,1151,4,13,17,0.448718,4,0.407786,0.434788,9569.002726
rosalinda.tijerina,,6,1,0,1,0.000225,0.031248,0,0,347,1,0,1,0,0,0,0,0
rshapiro,,6,1,0,1,0.000225,0.031248,0,0,346,1,0,1,0,0,0,0,0
rubena.buerger,,6,2,0,2,0.000297,0.068582,0,0,345,2,0,2,1,0,0,0,0
samuel.wehn,,6,1,0,1,0.000225,0.031248,0,0,344,1,0,1,0,0,0,0,0
sandra.mccubbin,,6,3,3,6,0.000392,0.110342,0,0,1151,3,3,6,1,4,0.311131,0.333896,0
sarah.novosel,,1,4,9,13,0.000444,0.122624,0,0,1151,4,9,13,0.638889,4,0.383152,0.404331,2278.760624
scott,,6,1,0,1,0.000225,0.031248,0,0,343,1,0,1,0,0,0,0,0
scott.bolton,,6,3,3,6,0.000392,0.110342,0,0,1151,3,3,6,1,4,0.311131,0.333896,0
scott.gahn,,6,1,0,1,0.000225,0.031248,0,0,342,1,0,1,0,0,0,0,0
scott.stoness,,6,2,1,3,0.000319,0.073008,0,0,1151,2,1,3,1,4,0.289665,0.305489,0
sharon.dick,,6,1,0,1,0.000225,0.031248,0,0,341,1,0,1,0,0,0,0,0
simon.shih,,6,1,1,2,0.000225,0.031248,0,0,1151,1,1,2,1,4,0.299495,0.312761,0
skean,,6,3,0,3,0.000392,0.110342,0,0,340,3,0,3,1,0,0,0,0
smara,,6,1,0,1,0.000225,0.031248,0,0,339,1,0,1,0,0,0,0,0
smccubbi,,6,1,0,1,0.000225,0.031248,0,0,338,1,0,1,0,0,0,0,0
stephen.swain,,4,2,3,5,0.00031,0.061492,0,0,1151,2,3,5,1,4,0.304195,0.327829,0
steve.kean,,6,1,0,1,0.000225,0.031248,0,0,337,1,0,1,0,0,0,0,0
steve.montovano,,8,4,1,5,0.000464,0.125544,0,0,1151,4,1,5,0.5,5,0.284929,0.299333,784.665572
steve.swain,,6,1,1,2,0.000225,0.031248,0,0,1151,1,1,2,0,4,0.289665,0.305489,0
